name,author,link,rating,rating_count,review_count,pages_count,price,text_reviews,age,year
React 17. Разработка веб-приложений на JavaScript,['Владимир Дронов'],https://www.litres.ru/book/vladimir-dronov/react-17-razrabotka-veb-prilozheniy-na-javascript-68998897/,3.0,2,1,384.0,549.0,"['Честно говоря книга понравилась,достаточно подробно и грамотно описан не только react но и популярные библиотеки которые используются вместе с ним.К сожалению порог входа показался мне слегка завышенным, зачастую пришлось перечитывать абзац несколько раз чтобы все точно понять. Но это все равно отличный способ выучить react и затем двигатся дальше.']",12+,2022.0
Семь языков за семь недель. Практическое руководство по изучению языков программирования,['Брюс А. Тейт'],https://www.litres.ru/book/brus-a-teyt/sem-yazykov-za-sem-nedel-prakticheskoe-rukovodstvo-po-izucheni-27067204/,4.0,24,3,386.0,519.0,"['Эта книга – быстрый способ получить представления о современных языках программирования и их возможностях на живых примерах. Главная цель книги – заинтересовать чисталя многообразием подходов и языков. Минусы книги: затянутые несколько первых глав и автор проводит неуместные аналогии с героями фильмов.', 'Восхитительная книга. Читается, как художественная литература! Я бы сказала, захватывающе. Особенно отмечу, что восхитительно написано про Prolog: с простыми и наглядными примерами, при всём том, что иссушенная теория могла бы отбить (и отбивает) интерес к предмету у изучающих этот язык открытых возможностей. Твёрдая десятка.', 'Познавательная книга, для начинающих программистов. 7 языков для новичка будет очень престижно, так что советую эту книгу за её понятный и познавательный синтаксис.']",0+,
Программирование обработки на станках с ЧПУ,['Д. Е. Турчин'],https://www.litres.ru/book/d-e-turchin/programmirovanie-obrabotki-na-stankah-s-chpu-67864908/,5.0,2,1,313.0,980.0,['Хорошая книга. Для начинающих ЧПУ хороша. Жаль что нету в наличии такой книги в бумажном виде. Я бы в бумажном виде ее купил.'],0+,2022.0
Основы программирования для станков с ЧПУ в САМ-системе,['Инна Евгеньевна Колошкина'],https://www.litres.ru/book/inna-evgenevna-kolos/osnovy-programmirovaniya-dlya-stankov-s-chpu-v-sam-si-67889297/,5.0,2,1,261.0,980.0,"['Нашел что искал. Недавно закончил курсы Наладчиков ЧПУ. Преподавание было интересное, но многое было пропущенно в силу ограниченного времени, а в книге все есть. Системно ни кто не торопит. Изучай со своей скоростью и закрепляй на производстве одним словом совершенствуйся. Рекомендую всем.']",0+,2022.0
Безопасность контейнеров. Фундаментальный подход к защите контейнеризированных приложений (pdf+epub),['Лиз Райс'],https://www.litres.ru/book/liz-rays/bezopasnost-konteynerov-fundamentalnyy-podhod-k-zaschite-konteyne-66657872/,5.0,2,0,224.0,699.0,[],16+,2020.0
Погружение в аналитику данных. От Excel к Python и R,['Джордж Маунт'],https://www.litres.ru/book/dzhordzh-maunt/pogruzhenie-v-analitiku-dannyh-ot-excel-k-python-i-r-70297342/,5.0,1,0,219.0,349.0,[],0+,2021.0
Искусственный интеллект. Машинное обучение,['Джейд Картер'],https://www.litres.ru/book/dzheyd-karter/iskusstvennyy-intellekt-mashinnoe-obuchenie-70475146/,5.0,192,9,499.0,690.0,"['Очень подробный учебник, по нему надо прям заниматься. Много примеров которые можно разобрать, есть подробные описания. И примеры в основном из реальных задач, которые обычно требуется решить в бизнесе или других сферах.', 'Я как раз искала книгу где есть примеры, чтобы использовать в лекциях. Очень пригодились. Если есть желание разобраться, то все получится.', 'Книга очень объемная и подробная. Есть много информации относительно новой, обычно в подобных книгах стандартные темы разбираются. Много вариантов применения как давно известных алгоритмов, так и новых. Все на примерах показано. Советую!', 'Отличная книга. Много собрано примеров и подробные описания. Для самостоятельного изучения очень пригодится. ..хотелось бы больше картинок.', 'Подробный самоучитель по машинному обучению. Книга помогла понять на примерах некоторые темы и показала как применяются алгоритмы на практике.']",12+,2024.0
Численные методы и машинное обучение в метрологии,['А. С. Степашкина'],https://www.litres.ru/book/a-s-stepashkina/chislennye-metody-i-mashinnoe-obuchenie-v-metrologii-70883221/,0.0,0,0,145.0,960.0,[],0+,2024.0
Гид по Computer Science. Расширенное издание,['Вильям Спрингер'],https://www.litres.ru/book/vilyam-springer/gid-po-computer-science-rasshirennoe-izdanie-64082076/,4.3,4,2,304.0,599.0,"['Хороший справочник по основным темам, с которыми сталкивается программист в повседневной жизни. Это книга на 300 страниц, поэтому не стоит ожидать в ней исчерпывающей справочной информации. Но как отправная точка для ознакомления с основными темами программирования – это просто великолепный экземпляр.', 'Комплекс ценных сведений для практикующих программистов. Я, как программист, часто сталкиваюсь с ситуациями, когда проблема в разработке связана с недостатком глубины понимания подчас базовых понятий теории. Книга здорово помогает восстановить знания полученные в вузе, или даже компенсировать недостаток в образовании.']",16+,
Самоучитель. Курс SQL. Базы данных. ORACLE,['Илья Леонидович Хохлов'],https://www.litres.ru/book/ilya-leonidovich-hohlov/samouchitel-kurs-sql-bazy-dannyh-oracle-69188986/,4.8,7,4,545.0,349.0,"['Отличная книга. Для новичка типа меня - чем тщательнее разжевывают, тем лучше. Может опытных спецов это и будет раздражать, но не меня. Дружелюбный тон повествования, детальные пояснения. Главное не торопиться и не стараться всё понять за вечер.', 'есть некоторые незначительные ошибки в орфографии и один пример с не правильным решением. но в целом все круто, прочитал сразу после Уолтера Шилдса, по некоторым функциям поискал аналоги в Postgres, буду использовать в реальных условиях, каждая страница в книге важна, огромное спасибо автору. жду продолжение', 'bayan-mobile, А у вас скачались тренировочные базы к книге Шилдса, ссылки на которые он давал в книге?', 'Очень тщательно объясняется материал, особенно, есть много примеров построения запросов. Есть рабочие ссылки на скачивание ПО и базы для решения примеров и судя по версиям ПО, они регулярно обновляются, это огромный плюс. Но показалось что книга обрывается на полуслове. Книга позиционируется как базовой для новичка, но тут не рассматривается создание таблиц. Про команду CREATE в книге нет ни слова, хотя это одна из базовых.', 'книга просто класс.читается на одном дыхании,для новичка все разжеванно и разложенно по полочкам то что нужно для новичка']",12+,1985.0
Грокаем технологию Биткоин,['Калле Розенбаум'],https://www.litres.ru/book/kalle-rozenbaum/grokaem-tehnologiu-bitkoin-51797872/,3.1,18,2,496.0,699.0,"['Пожалуй, одно из самых подробных описаний самой технологии блокчейна биткойн. Без большого математического аппарата, что важно, но все-таки очень детализированно разбирается механизм трансакций, хеширования, подтверждения. В сравнении с «Блокчейном» Имрана Башира более популярная – можно читать и не только математикам и программистам. Для специалистов по блокчейну на мой взгляд, must have. Для начинающих – излишне подробно, но все равно будет понятно. Рекомендую', '#Прочитал за 10 часов.']",0+,2019.0
"Python, Django и PyCharm для начинающих",['Анатолий Постолит'],https://www.litres.ru/book/anatoliy-postolit/python-django-i-pycharm-dlya-nachinauschih-67727943/,4.1,10,5,465.0,544.0,"['Согласен с теми, кто пишет, что это лучшая книжка для новичка. Автор всё подробно описывает - что он делает, зачем. Ни так, как в многочисленных курсах ""галопом по Европам"".', 'Олег в начале автор работает с регулярными выражениями. я опять вернулся к книге спустя время. и снова возникла ошибка с запуском куска кода с регуляркой. вертел - крутил, причем время прошло прилично с тех пор. так и не решил ничего, пошел дальше.', 'автору перед публикацией своего труда следовало бы действительно обратиться к ""начинающим"", это раз. материал изложен нелогично и непоследовательно, самому питону уделено совсем немного, книга не про то как научиться на питоне. несмотря на то, что с питоном был знаком ранее, эту книгу осилить сложно, зачем и что автор делает непонятно..', 'User40078-33, здравствуйте. Удивительно читать ваше мнение о книге. Да, автор не уделял особого внимания Питону, а сконцентрировался на рассказе как работать с фреймворком Django. Мой молодой коллектив освоили работу с ним по этой книге, правда прибегали к официальной документации и другим источникам, чтобы разобраться. Но проекты в книге рабочие. Мы применили Bootstrap 5 и всё очень хорошо работает. Но эта книга для начинающих.', 'Неточностей и опечаток довольно много. Если бы я так курсаки на физмате клепал - меня бы с 1-го курса погнали, и поделом. Это не изложение материала, а ""Что? Где? Когда?"". Любителям квестов самое то. А я убил кучу времени, устраняя ошибки в изложении и даже в листингах. Твердый ""неуд""', 'Виктор кац, здравствуйте. Много ошибок в электронной версии. Но когда код формируете самостоятельно, понимая, что для чего, то многое легче. Я пользовался и печатной версие, чтобы вникнуть в суть написанного. Мне помогает использование бумажная книга. Качество её тоже не ахти, но другой такой нет.', 'Только, что начал читать. По началу, могу сказать, что это  самая доходчивая книга по азам Django. Думаю она должна понравится многим.', 'Отлично подойдет начинающим разработчикам, которые хотят не только освоить Python, но и научиться проектировать и программировать проекты.']",0+,2021.0
Дискретная математика для программистов,['Род Хаггарти'],https://www.litres.ru/book/rod-haggarti/diskretnaya-matematika-dlya-programmistov-2785815/,4.0,61,4,401.0,199.0,"['Отличная книга! Боялся ее открывать, но изложение ведется от простого к сложному, и если выполнять все упражнения по ходу и не забегать вперед – то весь материал усваивается. Мир дискретной математики стал ближе. Рекомендую даже школьникам, которым продстоит сдавать ЕГЭ по информатике.', 'Я использовал эту книгу при изучения основ дискретной математики. Этому способствовали простота изложения и доходчивость примеров. Правда, в некоторых местах не хватало глубины подачи материала, из-за чего приходилось обращаться к другим, более серьезным учебникам. Наличие задач в конце каждой главы и ответов к ним позволяет самостоятельно проконтролировать усвоение теории. На мой взгляд, книга подойдет как студентам младших курсов, так и специалистам, у которых дискретная математика и программирование не являются основными предметами.', 'Книга очень полезная для для любого желающего легко и просто строить логические связи и взаимоотношения с цепочках последовательностей. Я по этой книге учил свою 15 летнюю внучку искать оптимальный путь написания программ при изучении программирования в школе. Для нее материал книги не был сложен. Она достаточно просто и легко его усваивала.', 'Отличный учебник для первоначального знакомства с представленными разделами. Простой, доступный, иллюстрированный интересными примерами и приложениями рассмотренных концепций в информатике.']",0+,2002.0
Python. Самое полное руководство по разработке в примерах от сообщества Stack Overflow,['коллектив авторов'],https://www.litres.ru/book/raznoe-4340152/python-samoe-polnoe-rukovodstvo-po-razrabotke-v-primerah-ot-70338082/,5.0,3,1,674.0,599.0,"['Эта книга будет полезна как для начинающих изучать Python, так и для более опытных программистов, из неё всегда можно ""подчерпнуть знаний""']",16+,2023.0
Экстремальное программирование. Разработка через тестирование,['Кент Бек'],https://www.litres.ru/book/kent-bek/ekstremalnoe-programmirovanie-razrabotka-cherez-testirovanie-164068/,4.4,65,19,251.0,599.0,"['Отличное введение в TDD от автора методологии. Приводятся примеры применения этой методологии на Java и Python. Книга нисколько не устарела. Очень рекомендую к ознакомлению.', 'Актуально по сей день, таковым и останется. Материал, изложенный в книге, дополнен практическими примерами и реальным опытом автора. Обязательно к прочтению !', 'Для новичка в TDD книга вполне годная для первых шагов, с оговоркой не как единственная а как дополнение к фундаментальным (от Дядюшки Боба Мартина). Мне кажется, что у Ошероува тема раскрыта более детально. Но, надо понимать, что каждый автор рассматривает тему немного иначе чем другие и чем больше таких точек зрения «проглотит» увлечённый читатель тем более ярко она осядет у него в сознании.', 'Мы внедрили Test-Driven-Development Кента Бека в свою практику, процент покрытия тестами улучшился, пришло понимание как рефакторить код.', 'Довольно необычный подход, имеющий право на жизнь. Иногда возможно лучший среди шаблонных!']",12+,2003.0
Программируем с PyTorch. Создание приложений глубокого обучения (pdf + epub),['Ян Пойнтер'],https://www.litres.ru/book/yan-poynter-27650377/programmiruem-s-pytorch-sozdanie-prilozheniy-glubokog-64082211/,3.6,5,2,256.0,499.0,"['Книга хорошая, темы разобраны правильные, есть дополнительные материалы. Однако, издательство Питер как всегда – переводчик видимо незнаком с терминологией, поэтому вещи типа «долгая краткосрочная память» в порядке вещей. Плюс, весь код поломан – идёт обращение не к тем объектам, табуляция кода неверная (А в python это самая главная вещь), при этом на GitHub, куда нас отсылает автор, с кодом всё в порядке. В общем, если есть хоть какое-то знание английского, читайте в оригинале, тем более всего 250 страниц. Ну а издательству позор', 'Отличная книга: историческая справка, примеры кода, всё объяснено, задето много разных тем, но при этом на достаточно не глубоком уровне. Как введение в нейронные сети и PyTorch – однозначно, да.']",16+,2019.0
Python и анализ данных,['Уэс Маккинни'],https://www.litres.ru/book/ues-makkinni-10688670/python-i-analiz-dannyh-22805830/,3.7,98,9,484.0,890.0,"['Замечательная книга.', 'Книга хорошая, но вот формат в котором она продается не удобный. После оплаты предоставляется возможность чтения через браузер – не поиском не воспользоваться, не код скопировать, плюс содержание не интерактивное, постоянно приходится работать колесиком мыши. Жалею о потраченных деньгах!!!', 'Книга хорошая, автор крут, но кто-то (не знаю кто, издатели или представители автора) совсем оборзел. За такие деньги никакого документа, отвязанного от навязчивого и зверски неудобного браузера ЛитРеса (невозможно даже масштабирование текста, а у меня плохое зрение). И по ссылкам учебные материалы найти не удалось, сайты мёртвые. (((', 'Книга хорошая. Подробно описывает основные возможности библиотек , используемых для анализа данных. Требует хотя бы минимального уровня владения языком Python. Несколько лет назад купил оригинальное издание на английском. Теперь купил переводное издание. Перевод нормальный', 'Замечательная книга. Очень помогла разобраться с основами анализа данных на python. Думаю, что для многих людей, желающих заняться машинным обучением и анализом данных, эта книга подойдет как нельзя лучше.']",0+,2013.0
"Хороший код, плохой код. Паттерны и антипаттерны мастерства",['Том Лонг'],https://www.litres.ru/book/tom-long/horoshiy-kod-plohoy-kod-patterny-i-antipatterny-masterstva-70297336/,5.0,1,0,427.0,549.0,[],0+,2021.0
Программирование на языке Lua,['Роберту Иерузалимски'],https://www.litres.ru/book/robertu-ieruzalimski/programmirovanie-na-yazyke-lua-9998731/,4.1,30,5,384.0,519.0,"['Книга то хорошая, но почему я не могу взять pdf файл? Почему открывается на компьютере только в браузере? Читать так тяжело, пометок в тексте нельзя поставить, и поиск не работает по тексту. Зря только деньги заплатил.', 'Замечательная книга. Особенно радует, когда автором книги является соавтор данного языка программирования. Как говориться, обучение из первых уст. А это дорого стоит.', 'Книга порадовала. Всё чётко по существу. Не для обучения программированию вообще, а для программированию на LUA. Если имеете навыки программирования и хотите освоить доп. язык – рекомендую.', 'Сама книга хорошая но читалка онлайн убогая, а скачать невозможно. Не рекомендую к покупке на данном сайте. Лучше уж печатный вариант заказать', 'Книга отличная, но да раньше можно было скачать отдельный PDF. В последнее время возможность скачивания книг вы урезали, очень жаль.']",0+,2013.0
#Сам себе программист. Как научиться программировать и устроиться в Ebay,['Кори Альтхофф'],https://www.litres.ru/book/kori-althoff/sam-sebe-programmist-kak-nauchitsya-programmirovat-i-ustroits-33397888/,4.2,128,25,210.0,299.0,"['Отличная книга чтобы начать программировать, для начинающих, которые обучаются самостоятельно с помощью книг и интернета. В этой книге вы узнаете об основах программирования на python, а затем углубитесь в более продвинутые темы. Думаю, вы не пожалеете о покупке этой книги.', 'Местами корявый перевод. Отступы в коде не везде соблюдены.', 'Прочёл замечательную книгу Кори Альтхоффа о том, как стать программистом. Помимо элементарного введения в язык Python это издание очень выгодно отличает почти пошаговый план обучения и освоения навыкам программирования из реальной жизни. Автор не только называет ключевые действия для освоения этой нужной и интересной профессии, но даёт конкретные советы и рекомендации, как это лучше сделать. Любопытно, что книга основана на реальном опыте, позволившем автору получить настоящую работу по IT-специальности. При этом книга написана очень легко и живо.', 'Читал эту книгу на английском, а в русский перевод лазил если было совсем не понятно.', 'Читаю восторженные отзывы о книге и удивляюсь. На каких новичков она рассчитана? Написано настолько сложно, что мозг просто закипает. Будучи нулем в программировании я итак непросто усваиваю массу терминов, синтаксис, функции и так далее, так еще и предложения построены невыносимо для чтения. Может мой мозг абсолютно не заточен под программирование, но… Просто зацените эту цитату: «Левая часть инструкции сверху определяет функцию, f, принимающую один параметр, x. Правая часть – определение функции, которое использует переданный параметр (x), чтобы произвести вычисление и вернуть результат (вывод).» Прямо академическое чтиво, но уж точно не для профанов в программировании((((']",12+,2017.0
"Сборник лабораторных работ для студентов учебных заведений, изучающих программирование в системе 1С:Предприятие 8 (1С:Enterprise 8) (+ epub)","['Павел Чистов', 'Алина Мальгинова']",https://www.litres.ru/book/alina-malginova/sbornik-laboratornyh-rabot-dlya-studentov-uchebnyh-zaveden-63799417/,5.0,11,4,491.0,250.0,"['Замечательная книга для начинающих. Очень радует использование последних версий программы 1С в качестве примеров. Не первую публикацию авторов читаю и все заслуживают большого уважения.', 'Очень хорошая книга для практики программирование в 1С, особенно для начинающих. Рекомендую всем начинающим программистам.', 'Очень хороший сборник лабораторных работ для студентов и начинающих разработчиков 1С. Огромная благодарность авторам за проделанный труд', 'Отличное наглядное и последовательное пособие для начинающего разработчика 1С!!!']",0+,2021.0
Расширения ядра Linux: драйверы и модули,['Олег Цилюрик'],https://www.litres.ru/book/oleg-cilurik/rasshireniya-yadra-linux-drayvery-i-moduli-70297339/,0.0,0,0,685.0,549.0,[],0+,2023.0
Unity в действии. Мультиплатформенная разработка на C# (pdf + epub),['Джозеф Хокинг'],https://www.litres.ru/book/dzhozef-hoking/unity-v-deystvii-multiplatformennaya-razrabotka-na-c-42225637/,3.9,16,4,448.0,799.0,"['Книга для начинающих программистов на Unity, книга неплохая. Недостатки есть, опечатки не всегда корректный перевод не всегда очевидные вещи, в общем все как обычно для переводной книги. Знание С# необходимо еще более необходимо знание построения алгоритмов.', 'Если опыта 0, лучше присмотреть другую книгу. Толком никаких объяснений. Куски кода приведенные в книге непонятно куда «пихать». Уже на стадии кода генерирующего врагов, стала вылетать ошибка в игре, а о ней в книге ничего не написано. Скрипт генерации огнешаров – непонятно куда дописывать и при переносе в функцию Update() выдает вагон ошибок компиляции', 'Книга для начинающих разработчиков Unity – хорошая, почти отличная! В ней есть опечатки и немного неверный перевод. В принципе для меня это единственные минусы. Книга объясняет базовую работу с движком, в 3D и 2D. Для старта очень даже ничего, но советую читать в оригинале.', 'Купил книгу в печатном виде. Я только нервы сорвал( ничего не получилось, много воды, а где то наоборот не достаточно объяснений. Не советую покупать эту книгу.']",16+,2022.0
Введение в рекурсивное программирование,['Мануэль Рубио-Санчес'],https://www.litres.ru/book/manuel-rubio-sanches/vvedenie-v-rekursivnoe-programmirovanie-43643419/,5.0,2,0,438.0,990.0,[],0+,2018.0
Akka в действии,"['Раймонд Рёстенбург', 'Робб Баккер']",https://www.litres.ru/book/raymond-restenburg-21050895/akka-v-deystvii-48411239/,4.4,3,1,524.0,790.0,"['Отличная книга! Полностью раскрываются основы акторной системы. Единственный минус, что версия классическая, в отличие от новой – типизированной']",0+,2017.0
Нейросети начало,['Джейд Картер'],https://www.litres.ru/audiobook/dzheyd-karter/neyroseti-nachalo-69246082/,4.7,29,1,,174.5,"['Книга полезна, хоть и много кода для аудио версии. Всегда можно вернуться к электронной версии и взять код. Для начала понимания нейронных сетей самое то.']",12+,2023.0
Автоматизация рутины в Excel VBA. Лайфхаки для облегчения скучных рабочих задач,['Виктор Николаевич Шитов'],https://www.litres.ru/book/viktor-shitov/avtomatizaciya-rutiny-v-excel-vba-layfhaki-dlya-oblegcheniya-69230242/,4.4,5,0,450.0,239.0,[],12+,2023.0
JavaScript. 20 уроков для начинающих,['Владимир Дронов'],https://www.litres.ru/book/vladimir-dronov/javascript-20-urokov-dlya-nachinauschih-66338206/,4.4,10,5,347.0,520.0,"['Недавно закончил изучать эту книгу. Могу сказать что она неплоха . В ней дается много практических заданий - практически после каждого параграфа идет упражнение.  В конце каждой главы идут самостоятельные задания , которые позволяют проверить полученные знания.  Мне удалось изучить эту книгу менее или около полугода , но уже на середине книги я создал свое первое веб приложение.', 'Владимир Дронов – автор такой «мини библиотеки» для начинающего программиста, которым я и являюсь. Я купил уже одну его книгу «HTML и CSS. 25 уроков для начинающих» и остался очень доволен. Наверное, это лучшее вложение в моей жизни. :) Как всегда, ежемесячно покупаю по 4 книги по абонементу (4-я – бесплатно!). Теперь о книге. Автор с первых строк берет быка за рога. Ни воды, ни лирики, в общем – ни одного лишнего слова. А лишние, не информационные слова – это наше время. Из множества книг выбрал эту для себя и нисколько не жалею. Рекомендую.', 'Для изучения JavaScript по данной книге нужно знать только HTML и CSS. Даны упражнения с подробным разбором, в результате выполнения которых всё отлично запоминается.', 'Понравилась книга автора про html, думал, что и в этой книге автор применит аналогичный подход. Но этого не произошло почему-то. Изложение краткое, сумбурное, теории много, закрепления непропорционально мало, самостоятельные упражнения новичку со средними способностями выполнить порой нереально.', 'Весьма хорошая и толковая книга от известно автора и программиста с многолетним стажем. Отличная книга от известного автора. В настоящее время веб-приложения очень актуальны. Все по полочкам разложено, как надо. Для новичка самое то. Автор молодец!']",0+,2020.0
Основы Java,['Николай Прохоренок'],https://www.litres.ru/book/n-prohorenok/osnovy-java-39288481/,3.9,18,4,765.0,449.0,"['Материал очень хорошо изложен. Весьма достойная книга по Java. Местами встречается излишнее описание методов и пр., что можно посмотреть и в java doc и отсутсвует вывод работы классов(он присутствует в комментариях, но не всегда). Книга позволяет запоминать и делать выводы, что хорошо сказывается на усвоении материала. Отлично подойдёт для новичков(джуниуров) и тех «кто знал, но забыл».', 'mikluchomaklay3, ахахаххаах лол я скачал эту книгу бесплатно и экономил 400рубл', 'Всем привет! Как по мне эта книга просто отличная находка для новичков которые хотят изучить основы Java, в ней очень понятно расписано абсолютно ВСЁ что нужно знать новичку. При необходимости её можно использовать как справочник) Всем кто хочет начать изучать Java советую начать именно с этой книги!', 'я его купил в этой программе чтобы читать было удобно , но pdf формат здесь не настроен это дико напрягает неудобно читать , читаешь все летает листнул или задел экран теряется страница уходит на середину это вообще бесить как так можно , за такие купил чтобы разочароваться.', 'Shumkarbek Rahmanov, чел я скачал это бесплатно', 'Изучил достаточное количество книг по Джаве для начинающих (Head First, Полное руководство Шилтда, Эффективное программирование Блоха) и с уверенностью могу сказать, что именно эта книга по-настоящему может открыть глаза на мир программирования для новичка. Однозначно рекомендую к прочтению, если вы новичок или пришли с другого языка']",0+,2019.0
Программирование на C++ в примерах и задачах,['Алексей Васильев'],https://www.litres.ru/book/aleksey-nikolaevich-vasilev/programmirovanie-na-c-v-primerah-i-zadachah-22054458/,4.0,78,16,369.0,419.0,"['Я купил эту книгу в бумажном виде, прочитав страниц 100 в моей голове ровно ничего не произошло (это не значит что у меня там пусто). В книге объясняется все плохо!!! Никаких внятных объяснений, в названии говорится что там есть примеры там их нет. В книге все написано в сложных формулировках и туманно то есть не понятно. Такая книга кроме головной боли ничего не принесёт. Худшее для начинающих. И задания которые даются в конце параграфа, давать новичку задания когда он еще даже основ не знает, боже как тупо.', 'MYKYTA SLIUSAREV, Ваше негодования ни к чему! Скорее всего у вас нету мозгов, чтобы понимать материал. Книга прекрасная и в ней ""Примеры"" - это листинги и шаблоны. А слова ""Худшее для новичков"" в полной мере не походит. Здесь нужно вникать в текст, там всё расписано. В том числе, как и какая команда работает.', 'Отличная книга для тех, кто реально хочет научиться. И я не согласен с нытьем других комментаторов. Все хорошо объясняется, но не стоит думать, что на одной книге вы превратитесь в в гения программиста.', 'К сожалению данного автора советовать не могу. Всё дано одной кучей, чувство такое что тебя за час хотят научить программировать на с++ и дают за этот час все от базы до ООП. Написано легко, объясняется все понятным языком но информация подаётся вся и сразу что наврятли уложиться в голове новичка не знакомого с программированием.', 'Кратко: книга не про программирование на C++, а про решение математических задач.', 'Советую книгу Васильев А Н самоучитель С++ с задачами и примерами издательства НиТ. Иногда я её до сих пор открываю, чтобы потренировать мозги.']",12+,2017.0
Основы Python для Data Science (pdf + epub),['Кеннеди Берман'],https://www.litres.ru/book/kennedi-berman/osnovy-python-dlya-data-science-pdf-epub-69154048/,5.0,1,1,272.0,499.0,"['Книга подойдет тем, кто уже имеет опыт в программировании (на любом языке). Примеры хорошо разжеваны и прокомментированы. Большой плюс - книга написана инженером-пограммистом, так что вы не увидите тут ошибок, типичных для ситуации когда концепции из области программирования пытается объяснить аналитик-прикладник.']",16+,2022.0
