author,books_num,mean_rating,mean_review_count
Павел Дуглас,1,4.4,3.0
Павел Чистов,2,4.7,5.0
Панос Луридас,1,4.0,5.0
Патрик Виафоре,1,0.0,0.0
Патриша Фостер,1,4.9,3.0
Перри Брендон,1,4.0,4.0
Питер Морвиль,1,3.9,4.0
Пол Дейтел,1,0.0,0.0
Прамодкумар Дж. Садаладж,1,0.0,0.0
Пьер-Оливье Лоранс,1,0.0,0.0
Р. А. Барышев,2,0.0,0.0
Р. А. Рыскапенко,1,0.0,0.0
Р. А. Санду,1,0.0,0.0
Р. Е. Кузин,1,0.0,0.0
Р. Л. Лейбов,1,0.0,0.0
Р. Р. Мухамедзянов,1,3.5,0.0
Р. Р. Шарипов,1,0.0,0.0
Раймонд Рёстенбург,1,4.4,1.0
Ральф Джонсон,2,4.3,8.0
Рейна Бердитт,1,5.0,2.0
Рето Майер,1,5.0,3.0
Роб Персиваль,1,4.0,2.0
Робб Баккер,1,4.4,1.0
Роберт Гласс,3,4.0,0.0
Роберт Зубек,1,4.5,3.0
Роберт Мартин,6,4.466666666666667,9.166666666666666
Роберту Иерузалимски,1,4.1,5.0
Род Стивенс,1,4.1,4.0
Род Хаггарти,1,4.0,4.0
Роман Викторович Душкин,3,4.7,0.3333333333333333
Роман Игоревич Григорьев,1,3.9,5.0
Роман Чернышов,1,5.0,3.0
Ростислав Михеев,1,4.4,5.0
С. А. Бабин,1,3.6,5.0
С. А. Жданов,1,3.4,0.0
С. А. Запрягаев,1,0.0,0.0
С. Ахтямова,1,5.0,0.0
С. В. Борзунов,1,5.0,3.0
С. В. Гайсина,2,4.35,2.5
С. В. Гошко,1,5.0,0.0
С. В. Гусс,1,0.0,0.0
С. В. Давыдов,1,3.8,1.0
С. В. Карпушкин,1,0.0,0.0
С. В. Ковальчук,1,0.0,0.0
С. В. Маркова,1,0.0,0.0
С. В. Субачев,1,0.0,0.0
С. В. Федотова,1,0.0,0.0
С. В. Харитонов,1,0.0,0.0
С. В. Цыганова,1,0.0,0.0
С. В. Чернышук,1,0.0,0.0
С. Д. Кулик,2,0.0,0.0
С. Д. Кургалин,1,5.0,3.0
С. Е. Дробнов,1,0.0,0.0
С. И. Лукашкин,1,0.0,0.0
С. И. Спивак,1,0.0,0.0
С. М. Абрамов,1,0.0,0.0
С. М. Салибекян,1,0.0,0.0
С. Н. Григорьев,2,0.0,0.0
С. О. Андржеевский,1,0.0,0.0
С. О. Мамаева,1,5.0,0.0
С. П. Кульдин,1,4.0,0.0
С. С. Байдачный,4,0.75,0.25
С. С. Девятов,1,0.0,0.0
С. С. Селезнёв,1,1.0,0.0
С. Ю. Ржеуцкая,1,4.6,4.0
Самуэль Акопян,1,4.6,3.0
Санжей Мишра,1,4.2,3.0
Сара Робинсон,1,5.0,3.0
Светлана Исакова,1,4.4,6.0
Светлин Наков,1,0.0,0.0
Семён Леонидович Углев,1,4.2,14.0
Сергей Жучков,1,3.0,2.0
Сергей Зубков,1,4.0,1.0
Сергей Кузнецов,1,0.0,0.0
Сергей Мартыненко,1,0.0,0.0
Сергей Николаевич Талипов,6,4.466666666666667,0.6666666666666666
Сергей Новиков,1,5.0,0.0
Сергей Свет,1,5.0,1.0
Сергей Фомин,1,3.8,3.0
Сет Вейдман,1,4.6,1.0
Сет Кенлон,1,5.0,0.0
Сиддха Ганджу,1,5.0,2.0
Симон Сенлорен,1,4.2,1.0
Скотт Майерс,1,4.6,5.0
Слава Грис,5,4.88,11.2
Станислав Андреевич Чернышев,1,5.0,0.0
Станислав Батуев,1,3.0,1.0
Станислава Солнечная,1,4.0,3.0
Стив Круг,1,4.1,3.0
Стивен Левитан,1,4.0,1.0
Стивен Прата,1,4.2,6.0
Стивен Ф. Лотт,1,0.0,0.0
Стоян Стефанов,1,4.3,3.0
Студия Red Barn,1,5.0,1.0
Сэм Ньюмен,2,4.0,6.5
Т. А. Асташова,1,0.0,0.0
Т. А. Капитонова,1,3.0,0.0
Т. А. Панюкова,1,4.0,0.0
Т. В. Девятков,1,0.0,0.0
Т. В. Какатунова,1,0.0,0.0
Т. Г. Скребцова,1,0.0,0.0
Т. Е. Сорокина,1,4.2,1.0
Т. Л. Салова,1,4.8,0.0
Т. Н. Таиров,1,0.0,0.0
Тарек Зиаде,1,4.0,4.0
Татьяна Александровна Павловская,1,4.2,6.0
Татьяна Анатольевна Кучаева,1,4.0,1.0
Татьяна Николаевна Мошникова,1,4.6,2.0
Татьяна Пенькова,2,2.5,1.0
Тейва Харшани,1,5.0,1.0
Ти Краудер,1,5.0,1.0
Тим Макнамара,1,5.0,1.0
Тим Рафгарден,1,3.6,1.0
Тимур Казанцев,1,4.5,17.0
Тимур Машнин,17,4.694117647058824,1.3529411764705883
Тодд Остин,1,4.2,3.0
Том Лонг,1,5.0,0.0
Томас С. Мортон,1,4.7,2.0
Томаш Лелек,1,0.0,1.0
Тони Гэддис,1,5.0,6.0
Трэйси Осборн,1,4.8,1.0
Уилл Курт,1,4.6,5.0
Уильям Робисон,1,3.3,0.0
Уолтер Шилдс,1,4.2,7.0
Уэйн Л. Винстон,1,3.8,8.0
Уэс Маккинни,1,3.7,9.0
Феликс Зумштейн,1,0.0,0.0
Фелин Херманс,1,5.0,3.0
Фелипе Гутьеррес,1,4.5,2.0
Фин Дерт,2,3.1,3.5
Фирма «1С»,1,4.0,3.0
Франсуа Шолле,1,4.2,6.0
Фред Хеберт,1,4.5,2.0
Х. Р. Алиев,1,0.0,0.0
Хапке Ханнес,1,5.0,3.0
Харви Дейтел,1,0.0,0.0
Хит Хаскинс,1,4.8,3.0
Хосе Аро Перальта,1,0.0,0.0
Цзикэ Чонг,1,5.0,0.0
Чак Лэм,1,3.9,1.0
Чарли Брюэр,1,5.0,1.0
Чарльз Петцольд,1,4.1,3.0
Чед Фаулер,1,4.5,18.0
Шон МакМанус,1,5.0,2.0
Э. Д. Шахов,1,0.0,0.0
Э. Н. Самохвалов,1,4.0,0.0
Эл Свейгарт,3,4.533333333333333,2.3333333333333335
Эли Стивенс,1,4.5,1.0
Элизабет Робсон,1,3.9,4.0
Эндрю Парк,1,4.6,2.0
Эндрю Стиллмен,1,4.0,3.0
Эндрю Таненбаум,1,4.2,3.0
Эндрю Траск,1,3.9,7.0
Эндрю Хоффман,2,4.7,2.0
Энтони Уильямс,2,4.0,3.0
Эрван Лафлериэль,2,4.35,6.5
Эрик Мэтиз,1,4.3,18.0
Эрик Норманд,1,5.0,1.0
Эрик Рэй,1,4.6,0.0
Эрик Уайлд,1,1.5,3.0
Эрик Фримен,1,3.9,4.0
Эрик Чоу,1,4.4,0.0
Эрих Гамма,2,4.3,8.0
Ю. А. Винницкий,2,4.8,2.5
Ю. А. Кремень,1,4.0,0.0
Ю. А. Кузнецов,1,0.0,0.0
Ю. Б. Рубин,2,0.0,0.0
Ю. В. Вайнштейн,2,2.5,1.0
Ю. В. Гольчевский,3,1.6666666666666667,0.3333333333333333
Ю. В. Марчук,1,0.0,0.0
Ю. В. Нефедов,1,0.0,0.0
Ю. В. Трифонов,1,3.0,0.0
Ю. Г. Древс,2,0.0,0.0
Ю. Е. Алексеев,1,0.0,0.0
Ю. Е. Воскобойников,1,0.0,0.0
Ю. И. Палагин,1,0.0,0.0
Ю. К. Чяснавичюс,1,0.0,0.0
Ю. М. Суворова,1,0.0,0.0
Ю. Н. Лавренков,2,0.0,0.0
Ю. Н. Петренко,1,5.0,0.0
Ю. П. Титов,1,0.0,0.0
Ю. С. Путимцева,1,5.0,2.0
Юлий Васильев,1,5.0,2.0
Юн Цуй,1,0.0,0.0
Юрий Бекаревич,1,3.0,4.0
Юрий Магда,1,4.0,2.0
Юрий Ревич,2,4.4,3.5
Юрий Щупак,1,4.6,5.0
Юэ Кэти Чанг,1,5.0,0.0
Я. А. Хетагуров,1,4.9,0.0
Я. М. Иваньо,1,0.0,0.0
Я. Н. Зайдельман,1,0.0,2.0
Якоб Нильсен,1,3.8,3.0
Ян Гойвертс,1,4.0,1.0
Ян Пойнтер,1,3.6,2.0
Янта Катупития,1,4.9,3.0
Ярон Мински,1,5.0,2.0
а. ф. задорожный,1,0.0,0.0
джесс гарретт,1,3.9,3.0
джоэл спольски,1,4.3,2.0
коллектив авторов,7,3.142857142857143,0.5714285714285714
м. г. радченко,4,3.375,8.5
питер гудлиф,1,4.0,0.0
роберт лафоре,1,3.9,3.0
роберт рейман,1,3.4,9.0
